국가(대륙)별,상품군별,판매유형별,2014.1/4,2014.2/4,2014.3/4,2014.4/4,2015.1/4,2015.2/4,2015.3/4,2015.4/4,2016.1/4,2016.2/4,2016.3/4,2016.4/4,2017.1/4,2017.2/4,2017.3/4,2017.4/4,2018.1/4,2018.2/4,2018.3/4,2018.4/4,2019.1/4,2019.2/4,2019.3/4,2019.4/4,2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4 p)
중국,합계,계,55066,68938,77525,117223,170201,183801,173699,334029,390522,369735,445588,585452,689563,448483,596949,667606,646426,717843,744661,782962,1057204,1141821,1319089,1666550,1329056,1096847,1457319,1317306,1009003,1014908,833575,730082,402616,347097,269352,189995,141933,309247
중국,합계,면세점,,,,,,,,,,,,,635589,409703,562049,610041,604688,670391,707619,727126,1012118,1092077,1270158,1599893,1253633,1034738,1392952,1229759,963384,964465,789774,675565,358933,292208,205569,145545,104133,272120
중국,합계,면세점 이외,,,,,,,,,,,,,53974,38780,34900,57565,41738,47452,37042,55836,45086,49744,48931,66657,75423,62109,64367,87547,45619,50443,43801,54517,43683,54889,63783,44450,37800,37127
중국,컴퓨터 및 주변기기,계,32,34,65,68,80,50,77,67,49,69,46,114,47,29,40,65,34,26,17,178,31,19,27,104,61,41,3563,67,46,49,49,52,19,26,28,99,58,67
중국,컴퓨터 및 주변기기,면세점,,,,,,,,,,,,,3,2,5,1,2,6,1,152,2,0,1,70,0,0,3497,0,0,0,0,0,0,0,0,0,0,0
중국,컴퓨터 및 주변기기,면세점 이외,,,,,,,,,,,,,44,27,35,64,32,20,16,26,29,19,26,34,61,41,66,67,46,49,49,52,19,26,28,99,58,67
중국,가전·전자·통신기기,계,761,1421,1342,1542,2072,2370,2354,5853,4988,4178,4796,4887,8147,5865,8158,11015,15671,20143,18970,10639,13657,14507,15180,12451,3096,2123,3249,5235,3479,10061,6666,4937,45470,2244,1321,797,343,1292
중국,가전·전자·통신기기,면세점,,,,,,,,,,,,,7691,5468,7794,10663,15292,19805,18740,10349,13347,14160,14778,11952,2653,1723,2933,5041,3257,9886,6558,4850,45306,2168,1286,764,201,1256
중국,가전·전자·통신기기,면세점 이외,,,,,,,,,,,,,456,397,364,352,379,338,230,290,310,347,402,499,443,400,316,194,222,175,108,87,164,76,35,33,142,36
중국,소프트웨어,계,126,128,198,255,281,194,205,46,36,16,12,18,9,12,4,54,4,6,4,13,6,1,0,0,1,2,1,0,1,0,2,0,0,0,0,0,111,0
중국,소프트웨어,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
중국,소프트웨어,면세점 이외,,,,,,,,,,,,,9,12,4,54,4,6,4,13,6,1,0,0,1,2,1,0,1,0,2,0,0,0,0,0,111,0
중국,서 적,계,225,149,322,294,373,498,761,358,885,979,1188,1695,1405,940,1985,1500,1272,1802,1474,1749,1551,1185,1100,1237,1575,1591,1829,1664,3616,3149,3324,3762,3309,4448,4600,1530,1803,1638
중국,서 적,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
중국,서 적,면세점 이외,,,,,,,,,,,,,1405,940,1985,1500,1272,1802,1474,1749,1551,1185,1100,1237,1575,1591,1829,1664,3616,3149,3324,3762,3309,4448,4600,1530,1803,1638
중국,사무·문구,계,6,5,5,11,12,9,6,64,81,78,80,123,150,97,71,95,60,81,61,95,57,54,54,51,258,76,49,21,53,54,181,63,74,213,29,188,83,52
중국,사무·문구,면세점,,,,,,,,,,,,,5,0,7,0,1,0,1,0,5,6,10,8,0,0,1,0,0,0,72,16,1,0,0,109,45,31
중국,사무·문구,면세점 이외,,,,,,,,,,,,,145,97,64,95,59,81,60,95,52,48,44,43,258,76,48,21,53,54,109,47,73,213,29,79,38,21
중국,음반·비디오·악기,계,2350,2991,3166,2572,2295,4604,3111,1925,1974,2378,1885,2506,1632,1349,3028,2436,1850,3003,4519,5674,3447,9077,10470,13199,18103,26697,32589,47689,13339,18993,12679,17863,16443,27632,27817,21995,17415,14802
중국,음반·비디오·악기,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
중국,음반·비디오·악기,면세점 이외,,,,,,,,,,,,,1632,1349,3028,2436,1850,3003,4519,5674,3447,9077,10470,13199,18103,26697,32589,47689,13339,18993,12679,17863,16443,27632,27817,21995,17415,14802
중국,의류 및 패션 관련 상품,계,12206,11874,13461,19990,29737,30608,30498,51496,47293,48554,41347,53738,58988,45159,58420,65763,74535,78794,70222,65297,66854,86183,85684,91546,39860,17438,20635,28413,22905,21630,22271,24964,13650,12628,9391,15098,12099,21836
중국,의류 및 패션 관련 상품,면세점,,,,,,,,,,,,,31623,25248,43083,41412,50888,56866,53042,40441,45109,66495,69469,71350,24617,1059,2967,6753,6132,4803,9054,7703,2211,2314,1812,4503,2936,12894
중국,의류 및 패션 관련 상품,면세점 이외,,,,,,,,,,,,,27365,19911,15337,24351,23647,21928,17180,24856,21745,19688,16215,20196,15243,18497,17668,21660,16773,16827,13217,17261,11439,10314,7579,10595,9163,8942
중국,스포츠·레저용품,계,16,37,140,223,265,246,324,1432,1916,905,1238,2171,1089,633,596,628,490,474,435,340,455,450,557,542,449,1156,538,1856,347,321,317,265,202,315,297,246,197,271
중국,스포츠·레저용품,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
중국,스포츠·레저용품,면세점 이외,,,,,,,,,,,,,1089,633,596,628,490,474,435,340,455,450,557,542,449,1156,538,1856,347,321,317,265,202,315,297,246,197,268
중국,화장품,계,32235,43457,50509,77298,119497,129656,121078,255543,313846,298254,379609,501528,603133,385158,512795,567224,536503,597799,636459,682411,957638,1016852,1192079,1530072,1238820,1041605,1389271,1225659,958574,953499,782298,672670,317035,293141,208907,144590,104315,262027
중국,화장품,면세점,,,,,,,,,,,,,589816,376261,506067,550040,529566,585365,627562,666806,945335,1003787,1179409,1508665,1223041,1033022,1382977,1217460,952990,947953,773689,661937,311003,286697,201051,138732,99288,255812
중국,화장품,면세점 이외,,,,,,,,,,,,,13317,8897,6728,17184,6937,12434,8897,15605,12303,13065,12670,21407,15779,8583,6294,8199,5584,5546,8609,10733,6032,6444,7856,5858,5027,6215
중국,아동·유아용품,계,256,563,737,900,1944,1812,1739,2242,3034,3566,4203,3808,2541,1916,1720,1584,1444,1832,1491,1620,1376,1519,802,1262,1329,1146,1798,1359,961,878,1354,1478,659,1586,1298,757,764,1733
중국,아동·유아용품,면세점,,,,,,,,,,,,,282,103,254,90,140,366,282,128,383,292,82,119,28,1,1,0,0,0,0,27,0,0,0,2,7,12
중국,아동·유아용품,면세점 이외,,,,,,,,,,,,,2259,1813,1466,1494,1304,1466,1209,1492,993,1227,720,1143,1301,1147,1799,1359,961,878,1354,1451,659,1586,1298,755,757,1721
중국,음·식료품,계,4453,5626,4237,8649,8187,8269,6558,3854,6197,5059,5785,7859,7284,3361,5173,8463,9137,8132,8069,9361,8640,7418,6427,7924,4745,1660,1840,1317,1679,2495,1039,1567,983,1556,2033,1585,2028,2741
중국,음·식료품,면세점,,,,,,,,,,,,,5916,2505,4651,7646,8659,7699,7710,8936,7645,6980,6160,7480,3204,1056,577,505,1005,1821,401,1032,411,1029,1420,1431,1650,2093
중국,음·식료품,면세점 이외,,,,,,,,,,,,,1368,856,522,817,478,433,359,425,995,438,267,444,1541,604,1263,812,674,674,638,535,572,527,613,154,378,648
중국,농축수산물,계,2132,2049,2374,3861,4079,3502,3831,1603,573,27,20,25,18,16,24,17,43,39,24,14,15,24,6,14,20,20,28,20,19,24,19,9,8,8,2,0,1,2
중국,농축수산물,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
중국,농축수산물,면세점 이외,,,,,,,,,,,,,18,16,24,17,43,39,24,14,15,24,6,14,20,20,28,20,19,24,19,9,8,8,2,0,1,2
중국,생활·자동차용품,계,110,396,688,1146,1075,1390,2706,8835,5708,4988,4569,5988,4052,2926,3997,7419,4179,3800,1663,4160,2366,3040,5619,6211,2691,2261,985,1254,1272,1085,1017,655,377,666,332,314,341,191
중국,생활·자동차용품,면세점,,,,,,,,,,,,,71,7,15,5,4,0,3,5,105,124,112,86,51,3,1,0,0,0,0,0,1,0,0,4,6,18
중국,생활·자동차용품,면세점 이외,,,,,,,,,,,,,3981,2919,3982,7414,4175,3800,1660,4155,2261,2916,5507,6125,2640,2264,984,1254,1272,1085,1017,655,376,666,332,310,335,173
중국,기 타,계,158,208,281,414,304,593,451,711,3942,684,810,992,1068,1022,938,1343,1204,1912,1253,1411,1111,1492,1084,1937,18048,1031,944,2752,2712,2670,2359,1797,4387,2634,13297,2796,2375,2595
중국,기 타,면세점,,,,,,,,,,,,,182,109,173,184,136,284,278,309,187,233,137,163,39,0,0,0,0,2,0,0,0,0,0,0,0,1
중국,기 타,면세점 이외,,,,,,,,,,,,,886,913,765,1159,1068,1628,975,1102,924,1259,947,1774,18009,1031,944,2752,2712,2668,2359,1797,4387,2634,13297,2796,2375,2594
일본,합계,계,21685,17985,23165,27352,19616,18402,20480,27419,28047,32547,25127,35620,33447,31994,34409,38601,47704,47999,46968,51705,57363,55868,57169,56146,43429,62250,63976,70242,59557,70070,71702,79288,72215,62631,60859,71499,62534,51480
일본,합계,면세점,,,,,,,,,,,,,3880,3368,2557,2929,3302,3289,3855,5836,7238,9138,10449,10391,2129,3860,5051,8127,41,10,11,526,356,2719,226,244,311,873
일본,합계,면세점 이외,,,,,,,,,,,,,29567,28626,31852,35672,44402,44710,43113,45869,50125,46730,46720,45755,41300,58390,58925,62115,59516,70060,71691,78762,71859,59912,60633,71255,62223,50607
일본,컴퓨터 및 주변기기,계,71,56,55,65,64,49,46,35,49,44,43,45,27,29,38,35,27,42,70,25,34,28,13,63,36,43,83,31,40,26,22,14,2,1,2,10,31,148
일본,컴퓨터 및 주변기기,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일본,컴퓨터 및 주변기기,면세점 이외,,,,,,,,,,,,,27,29,38,35,27,42,70,25,34,28,13,63,36,43,83,31,40,26,22,14,2,1,2,10,31,148
일본,가전·전자·통신기기,계,826,713,806,980,673,571,629,714,804,856,595,854,699,700,805,678,824,672,742,190,833,703,820,440,120,63,143,92,72,33,52,31,98,14,15,33,1041,3530
일본,가전·전자·통신기기,면세점,,,,,,,,,,,,,18,21,71,41,63,21,64,45,36,45,113,258,7,0,3,4,12,1,0,0,90,1,0,1,0,162
일본,가전·전자·통신기기,면세점 이외,,,,,,,,,,,,,681,679,734,637,761,651,678,145,797,658,707,182,113,63,140,88,60,32,52,31,8,13,15,32,1041,3368
일본,소프트웨어,계,11,13,11,21,14,6,10,0,2,2,1,3,2,2,1,3,2,2,2,1,5,7,1,1,1,2,1,23,1,4,0,0,0,0,3,0,36,0
일본,소프트웨어,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일본,소프트웨어,면세점 이외,,,,,,,,,,,,,2,2,1,3,2,2,2,1,5,7,1,1,1,2,1,23,1,4,0,0,0,0,3,0,36,0
일본,서 적,계,18,20,31,21,21,24,34,32,53,42,47,58,89,76,38,42,64,58,36,84,73,108,191,202,134,188,333,400,690,384,440,554,550,390,337,336,413,218
일본,서 적,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일본,서 적,면세점 이외,,,,,,,,,,,,,89,76,38,42,64,58,36,84,73,108,191,202,134,188,333,400,690,384,440,554,550,390,337,336,413,218
일본,사무·문구,계,1228,894,5139,7444,434,407,439,461,495,495,353,550,537,451,429,389,510,445,523,223,729,735,855,375,349,314,424,439,1056,532,813,380,733,658,460,998,277,301
일본,사무·문구,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일본,사무·문구,면세점 이외,,,,,,,,,,,,,537,451,429,389,510,445,523,223,729,735,855,375,349,314,424,439,1056,532,813,380,733,658,460,998,277,301
일본,음반·비디오·악기,계,27,18,32,22,429,449,461,335,670,182,225,350,537,716,899,673,936,1281,1122,3679,2433,1632,2592,2055,2341,2829,4522,5046,3905,3575,4303,4157,3312,3512,3646,7202,2315,4683
일본,음반·비디오·악기,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일본,음반·비디오·악기,면세점 이외,,,,,,,,,,,,,537,716,899,673,936,1281,1122,3679,2433,1632,2592,2055,2341,2829,4522,5046,3905,3575,4303,4157,3312,3512,3646,7202,2315,4683
일본,의류 및 패션 관련 상품,계,13534,11782,11408,12236,12456,11868,14005,19265,18776,20580,16361,24188,20440,20244,22786,27061,34571,34982,33399,33848,36739,35529,31897,30472,23194,33957,29967,32413,25776,31239,28172,33780,26977,25238,18788,26942,15593,12563
일본,의류 및 패션 관련 상품,면세점,,,,,,,,,,,,,412,317,353,417,431,477,523,627,569,808,851,871,76,3,1,1,3,1,1,3,2,20,79,77,27,126
일본,의류 및 패션 관련 상품,면세점 이외,,,,,,,,,,,,,20028,19927,22433,26644,34140,34505,32876,33221,36170,34721,31046,29601,23118,33954,29968,32412,25773,31238,28171,33777,26975,25218,18709,26865,15566,12437
일본,스포츠·레저용품,계,604,202,316,346,144,108,117,130,135,229,131,173,182,179,174,156,206,216,209,165,241,185,219,133,146,69,158,273,275,117,293,517,413,140,398,661,266,186
일본,스포츠·레저용품,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일본,스포츠·레저용품,면세점 이외,,,,,,,,,,,,,182,179,174,156,206,216,209,165,241,185,219,133,146,69,158,273,275,117,293,517,413,140,398,661,266,186
일본,화장품,계,1034,781,646,939,874,1223,1671,2832,2080,2466,2765,4034,5052,4135,3906,4204,4425,3577,4465,6313,8327,9592,11800,13970,8154,14894,18102,20115,12446,18775,23390,23077,26928,19231,21160,23081,25982,14275
일본,화장품,면세점,,,,,,,,,,,,,3332,2944,2031,2358,2694,2666,3141,5003,6432,8027,9296,9028,2023,3857,5049,8121,25,7,10,522,264,2696,140,156,273,544
일본,화장품,면세점 이외,,,,,,,,,,,,,1720,1191,1875,1846,1731,911,1324,1310,1895,1565,2504,4942,6131,11037,13053,11994,12421,18768,23380,22555,26664,16535,21020,22925,25709,13731
일본,아동·유아용품,계,83,33,110,199,29,24,19,44,44,83,39,68,52,43,28,40,50,53,50,102,78,166,150,191,126,206,360,663,310,257,352,212,262,95,353,462,346,671
일본,아동·유아용품,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
일본,아동·유아용품,면세점 이외,,,,,,,,,,,,,52,43,28,40,50,53,50,102,78,165,146,189,124,206,360,663,310,257,352,212,262,95,353,462,346,671
일본,음·식료품,계,186,116,177,316,606,475,159,190,848,3144,153,530,695,391,151,186,435,435,358,1019,998,755,1096,1269,1808,963,592,1358,3557,3545,3090,3551,2470,2384,1999,1467,3829,3855
일본,음·식료품,면세점,,,,,,,,,,,,,118,86,102,113,114,125,127,161,201,257,185,232,21,0,0,1,1,1,0,1,0,2,7,10,11,41
일본,음·식료품,면세점 이외,,,,,,,,,,,,,577,305,49,73,321,310,231,858,797,498,911,1037,1787,963,592,1357,3556,3544,3090,3550,2470,2382,1992,1457,3818,3814
일본,농축수산물,계,10,9,15,16,19,16,31,15,13,1,2,1,1,3,0,0,2,2,2,0,0,6,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0
일본,농축수산물,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일본,농축수산물,면세점 이외,,,,,,,,,,,,,1,3,0,0,2,2,2,0,0,6,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0
일본,생활·자동차용품,계,1042,609,927,1409,490,385,244,285,646,642,510,750,736,700,703,661,919,858,888,544,1590,986,1291,1113,1561,687,825,838,1104,740,1159,2580,1503,1721,1156,1031,2387,1762
일본,생활·자동차용품,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일본,생활·자동차용품,면세점 이외,,,,,,,,,,,,,736,700,703,661,919,858,888,544,1590,986,1291,1113,1561,687,825,838,1104,740,1159,2580,1503,1721,1156,1031,2387,1762
일본,기 타,계,3011,2739,3492,3338,3363,2797,2615,3081,3432,3781,3902,4016,4398,4325,4451,4473,4733,5376,5102,5512,5283,5436,6242,5852,5458,8035,8466,8550,10325,10843,9616,10435,8967,9247,12542,9276,10018,9288
일본,기 타,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일본,기 타,면세점 이외,,,,,,,,,,,,,4398,4325,4451,4473,4733,5376,5102,5512,5283,5436,6242,5852,5458,8035,8466,8550,10325,10843,9616,10435,8967,9247,12542,9276,10018,9288
아세안,합계,계,10734,10982,11473,12122,12842,13411,15076,17029,16871,18837,16600,23188,35796,29002,37523,45446,41231,41292,37454,45996,45171,47208,52493,56756,55362,28039,30871,26846,26292,26283,26662,23677,21110,22263,24855,26610,22070,21023
아세안,합계,면세점,,,,,,,,,,,,,15312,10281,16922,24015,24643,23714,19969,21197,26758,28011,34115,29814,25334,2672,5894,1858,2411,2064,2419,1870,2949,2352,5497,5854,6400,7639
아세안,합계,면세점 이외,,,,,,,,,,,,,20484,18721,20601,21431,16588,17578,17485,24799,18413,19197,18378,26942,30028,25367,24977,24988,23881,24219,24243,21807,18161,19911,19358,20756,15670,13384
아세안,컴퓨터 및 주변기기,계,136,136,172,190,217,140,136,174,215,233,195,116,316,294,90,75,342,283,82,139,328,321,96,79,284,118,79,60,278,101,56,33,10,7,33,58,40,29
아세안,컴퓨터 및 주변기기,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아세안,컴퓨터 및 주변기기,면세점 이외,,,,,,,,,,,,,316,294,90,75,342,283,82,137,328,321,96,79,284,118,79,60,278,101,56,33,10,7,33,58,40,29
아세안,가전·전자·통신기기,계,2896,3005,3073,3183,2499,2853,3518,3772,3463,3237,2577,3368,3430,3214,3514,3962,3754,2503,2596,2729,2722,3246,3951,5162,5249,5032,4868,3162,3193,3426,2717,2138,1875,1976,2482,2909,2375,2344
아세안,가전·전자·통신기기,면세점,,,,,,,,,,,,,1189,721,994,1667,2072,718,816,546,470,1093,1729,2350,1792,1790,1834,490,900,847,131,74,28,23,28,55,120,515
아세안,가전·전자·통신기기,면세점 이외,,,,,,,,,,,,,2241,2493,2520,2295,1682,1785,1780,2183,2252,2153,2222,2812,3457,3242,3034,2672,2293,2579,2586,2064,1847,1953,2454,2854,2255,1829
아세안,소프트웨어,계,19,17,18,27,149,50,27,9,6,15,3,2,3,4,20,13,6,17,13,6,3,4,1,0,2,1,0,0,2,0,1,0,0,0,0,0,24,0
아세안,소프트웨어,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아세안,소프트웨어,면세점 이외,,,,,,,,,,,,,3,4,20,13,6,17,13,6,3,4,1,0,2,1,0,0,2,0,1,0,0,0,0,0,24,0
아세안,서 적,계,161,183,215,145,155,166,218,242,239,642,445,792,1012,829,1825,1918,1376,1998,2023,2131,1123,1209,854,1248,1121,990,876,1205,1004,1169,678,1224,522,926,447,253,215,270
아세안,서 적,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아세안,서 적,면세점 이외,,,,,,,,,,,,,1012,829,1825,1918,1376,1998,2023,2131,1123,1209,854,1248,1121,990,876,1205,1004,1169,678,1224,522,926,447,253,215,270
아세안,사무·문구,계,809,829,860,1001,549,617,679,766,688,714,617,893,611,660,705,604,411,422,444,569,569,546,561,698,882,891,804,702,601,672,693,561,519,714,661,775,599,489
아세안,사무·문구,면세점,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
아세안,사무·문구,면세점 이외,,,,,,,,,,,,,611,660,705,604,411,422,444,569,569,546,561,698,882,891,804,702,601,672,693,561,519,714,659,774,599,489
